rand_logp,cost,Î±,logp
-436.94028159085735,0.15042844831938076,0.24236496770697974,-427.10834201521106
-451.0476475509201,9.999999849478419,0.0007185966460025475,-451.041596758385
-58.888779583328834,6.180340037265542,112.32086270907722,0.0
-529.792066143016,0.17139947836500952,0.7217855366030443,-473.4603266697678
-100.7855317682764,9.999999756628162,0.07566156298567875,-89.12098663876475
-677.7178433649837,1.5693077482309628,0.11228084151915739,-668.5877055727105
-267.84072185548035,0.7250326689628963,0.8630348005009005,-203.89251105322512
-228.81225606717211,9.999999738970942,0.026306421545322638,-224.92047748180718
-472.9151058219431,0.09779359040159447,1.7005757700121769,-358.1879627084515
-306.07678432386666,0.08326213096941072,0.9280599088000939,-249.21315260989795
-584.6390865040594,2.58134537176741e-14,0.7954286786902184,-529.2590216444938
-700.3067914421633,8.066089665536925e-6,2.061154498461853e-9,-700.306791695907
-130.63364780617331,9.999999849230772,0.0636228295524375,-119.22743600074361
-657.1890315868894,2.3711080359343307e-14,1.7415627730496857,-546.0081015390941
-241.90156726248676,1.2916146235624117,1.0418283353284206,-153.80244194676462
-58.888779583328834,6.180340037265542,112.32086270907722,0.0
-505.8343452364911,0.07982374423414336,1.6593462465922362,-394.44613123478337
-706.8008848458329,0.0009572898538336387,1.1532473786551032,-621.2623517800359
-102.01225608843494,9.99999974742659,0.12295204221285556,-77.27343392394822
-408.5462154460471,2.3906714182931954,0.06847560281642324,-404.9595419922732
-355.79205864701515,0.9243588127861172,0.43630021476893877,-325.5958829645543
-506.9518895842754,0.5358941219174659,0.9912666914228649,-408.6783029792576
-590.2972464278033,0.022810920456551937,2.0092563747668613,-463.69979657200884
-130.68734001203677,2.7003555672923722,0.38501654441306016,-103.8077077551102
-786.7976837439886,3.094594052120071e-12,0.0069878079775946185,-786.7862458483869
-350.5859990852936,9.99999973985643,0.01614165090244834,-347.90998344123494
-786.7976837439886,8.083135150361775e-6,2.061154507936208e-9,-786.7976837983916
-611.6145329838477,3.3105263051972692e-6,2.0611876649409524e-9,-611.6145329993639
-321.12301772716614,0.8283035690355419,1.0262471329306708,-243.18548949970864
-92.48264853224885,9.999999825646496,0.11057179888089672,-70.98538676774548
